run_id,seq,ts_pc,scenario,note,battery_level,battery_scale,battery_voltage_mv,battery_temp_deciC,charge_counter_uAh,brightness,battery_updates_stopped,adb_error,display_state,thermal_status,thermal_battery_C,thermal_cpu_C,thermal_gpu_C,thermal_npu_C,thermal_power_amplifier_C,thermal_skin_C,thermal_soc_C,thermal_tpu_C,cpu_p0_freq1000000_dt,cpu_p0_freq1100000_dt,cpu_p0_freq1200000_dt,cpu_p0_freq1300000_dt,cpu_p0_freq1400000_dt,cpu_p0_freq1500000_dt,cpu_p0_freq1600000_dt,cpu_p0_freq1700000_dt,cpu_p0_freq1800000_dt,cpu_p0_freq1900000_dt,cpu_p0_freq2000000_dt,cpu_p0_freq2100000_dt,cpu_p0_freq2200000_dt,cpu_p0_freq480000_dt,cpu_p0_freq600000_dt,cpu_p0_freq700000_dt,cpu_p0_freq800000_dt,cpu_p0_freq900000_dt,cpu_p4_freq1000000_dt,cpu_p4_freq1100000_dt,cpu_p4_freq1200000_dt,cpu_p4_freq1300000_dt,cpu_p4_freq1400000_dt,cpu_p4_freq1500000_dt,cpu_p4_freq1600000_dt,cpu_p4_freq1700000_dt,cpu_p4_freq1800000_dt,cpu_p4_freq1900000_dt,cpu_p4_freq2000000_dt,cpu_p4_freq2100000_dt,cpu_p4_freq2200000_dt,cpu_p4_freq2300000_dt,cpu_p4_freq2400000_dt,cpu_p4_freq2500000_dt,cpu_p4_freq2600000_dt,cpu_p4_freq2660000_dt,cpu_p4_freq2800000_dt,cpu_p4_freq2850000_dt,cpu_p4_freq2900000_dt,cpu_p4_freq3000000_dt,cpu_p4_freq3100000_dt,cpu_p4_freq3200000_dt,cpu_p4_freq400000_dt,cpu_p4_freq500000_dt,cpu_p4_freq600000_dt,cpu_p4_freq700000_dt,cpu_p4_freq800000_dt,cpu_p4_freq900000_dt,cpu_p7_freq1000000_dt,cpu_p7_freq1100000_dt,cpu_p7_freq1200000_dt,cpu_p7_freq1300000_dt,cpu_p7_freq1400000_dt,cpu_p7_freq1500000_dt,cpu_p7_freq1600000_dt,cpu_p7_freq1700000_dt,cpu_p7_freq1800000_dt,cpu_p7_freq1900000_dt,cpu_p7_freq2000000_dt,cpu_p7_freq2100000_dt,cpu_p7_freq2200000_dt,cpu_p7_freq2300000_dt,cpu_p7_freq2400000_dt,cpu_p7_freq2500000_dt,cpu_p7_freq2600000_dt,cpu_p7_freq2700000_dt,cpu_p7_freq2800000_dt,cpu_p7_freq2900000_dt,cpu_p7_freq3000000_dt,cpu_p7_freq3050000_dt,cpu_p7_freq3100000_dt,cpu_p7_freq3200000_dt,cpu_p7_freq3350000_dt,cpu_p7_freq400000_dt,cpu_p7_freq500000_dt,cpu_p7_freq600000_dt,cpu_p7_freq700000_dt,cpu_p7_freq800000_dt,cpu_p7_freq900000_dt
20260131_154945,10,2026-01-31T15:50:21+08:00,S2_b90,,32,100,3783,319,1550000,90,0,,,0,32.1,44.088,44.088,42.851,34.06,34.41,42.851,42.851,6,15,7,6,2,5,4,2,2,2,59,0,0,153,35,28,16,14,6,9,10,6,4,7,7,4,5,4,2,2,3,2,3,1,2,1,16,0,0,0,0,0,208,21,15,5,4,8,0,0,0,0,0,0,0,0,344,0,0,0,0,0,0,0,0,7,2,0,0,0,0,0,0,0,0,0,0,0,0
20260131_154945,11,2026-01-31T15:50:24+08:00,S2_b90,,32,100,3783,319,1550000,90,0,,,0,32.1,41.517,41.517,41.517,34.057,34.395,41.517,41.517,13,12,15,9,7,6,3,1,3,1,41,0,0,145,36,23,23,16,3,3,1,2,4,2,4,2,4,2,0,1,1,2,0,1,1,0,3,0,0,0,0,0,263,24,15,8,3,3,0,0,0,0,0,0,0,0,350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20260131_154945,12,2026-01-31T15:50:28+08:00,S2_b90,,32,100,3783,319,1550000,90,0,,,0,32.1,40.163,40.163,40.163,34.06,34.41,40.163,40.163,7,14,14,7,4,10,5,2,4,1,45,0,0,136,40,24,17,19,4,4,5,3,7,7,3,3,7,1,3,5,4,2,2,2,0,1,14,0,0,0,0,0,218,18,15,11,6,5,0,0,0,0,0,0,0,0,347,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
20260131_154945,13,2026-01-31T15:50:31+08:00,S2_b90,,32,100,3783,319,1550000,90,0,,,0,32.1,39.353,39.353,39.353,34.057,34.397,39.353,39.353,13,18,10,11,4,4,6,2,4,1,52,0,0,138,37,23,18,10,6,5,5,2,5,5,5,4,4,3,4,3,4,2,2,2,2,1,7,0,0,0,0,0,220,25,11,7,6,10,0,0,0,0,0,0,0,0,351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20260131_154945,14,2026-01-31T15:50:35+08:00,S2_b90,,32,100,3783,319,1550000,90,0,,,0,32.1,38.294,38.294,38.294,34.057,34.401,38.294,38.294,10,16,13,11,3,5,4,3,1,3,42,0,0,147,35,22,20,15,6,6,6,5,5,7,4,3,4,3,1,4,2,2,2,1,0,1,16,0,0,0,0,0,209,19,14,14,11,5,0,0,0,0,0,0,0,0,348,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20260131_154945,15,2026-01-31T15:50:38+08:00,S2_b90,,32,100,3783,319,1550000,90,0,,,0,32.1,42.614,42.614,42.614,34.063,34.377,42.614,42.614,4,9,10,11,5,3,6,2,4,5,51,0,0,149,38,24,15,15,3,5,4,3,7,5,4,6,4,6,3,4,2,3,2,1,3,3,8,0,0,0,0,0,210,31,13,7,6,7,0,0,0,0,0,0,0,0,350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20260131_154945,16,2026-01-31T15:50:42+08:00,S2_b90,,32,100,3783,319,1550000,90,0,,,0,32.1,40.92,40.92,40.713,34.069,34.383,40.713,40.713,7,12,10,13,6,4,8,1,4,1,46,0,0,138,36,22,27,16,8,3,4,2,4,3,5,0,2,1,2,2,1,1,0,1,0,1,9,0,0,0,0,0,256,17,13,7,6,5,0,0,0,0,0,0,0,0,347,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
20260131_154945,17,2026-01-31T15:50:45+08:00,S2_b90,,32,100,3783,319,1550000,90,0,,,0,32.1,40.136,40.136,40.136,34.066,34.397,40.136,40.136,5,14,9,8,8,5,9,1,4,3,54,0,0,125,35,28,25,19,3,10,8,4,8,6,3,3,7,2,3,3,4,2,3,2,1,1,9,0,0,0,0,0,214,23,11,5,10,8,0,0,0,0,0,0,0,0,350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20260131_154945,18,2026-01-31T15:50:49+08:00,S2_b90,,32,100,3783,319,1550000,90,0,,,0,32.1,38.277,38.277,38.137,34.063,34.388,38.137,38.137,17,13,9,12,6,8,5,2,2,2,32,0,0,144,35,26,22,18,7,4,8,5,5,6,5,6,6,6,2,2,3,3,2,1,0,2,8,0,0,0,0,0,210,19,12,7,14,9,0,0,0,0,0,0,0,0,353,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
20260131_154945,19,2026-01-31T15:50:52+08:00,S2_b90,,32,100,3783,319,1550000,90,0,,,0,32.1,39.621,39.621,39.621,34.069,34.419,39.621,39.621,9,10,10,11,5,4,5,2,4,2,49,0,0,135,43,27,16,16,7,3,4,6,7,4,3,3,9,3,1,4,5,3,2,2,1,2,18,0,0,0,0,0,210,18,16,8,7,5,0,0,0,0,0,0,0,0,347,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
20260131_154945,20,2026-01-31T15:50:56+08:00,S2_b90,,32,100,3783,319,1550000,90,0,,,0,32.1,44.035,44.035,44.035,34.081,34.397,44.035,44.035,11,14,14,9,5,8,3,2,8,4,39,0,0,148,36,24,15,20,5,6,4,5,3,3,2,5,1,3,2,3,2,3,3,2,2,1,15,0,0,0,0,0,231,18,17,5,9,8,0,0,0,0,0,0,0,0,351,0,1,1,1,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
20260131_154945,21,2026-01-31T15:50:59+08:00,S2_b90,,32,100,3783,319,1550000,90,0,,,0,32.1,37.801,37.801,37.801,34.093,34.43,37.801,37.801,9,9,11,8,7,6,6,5,2,5,54,0,0,142,42,19,20,13,6,2,1,1,4,1,1,4,2,0,0,1,1,1,0,0,0,1,4,0,0,0,0,0,258,25,18,6,8,12,0,0,0,0,0,0,0,0,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20260131_154945,22,2026-01-31T15:51:03+08:00,S2_b90,,32,100,3783,319,1550000,90,0,,,0,32.1,37.59,37.59,37.429,34.099,34.43,37.439,37.429,9,11,13,10,7,5,2,3,2,4,50,0,0,146,38,25,23,12,6,5,4,4,6,5,8,5,6,6,3,4,3,3,2,2,1,2,7,0,0,0,0,0,215,28,16,6,7,7,0,0,0,0,0,0,0,0,358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20260131_154945,23,2026-01-31T15:51:06+08:00,S2_b90,,32,100,3783,319,1550000,90,0,,,0,32.1,42.61,42.61,42.61,34.102,34.436,42.61,42.61,11,9,11,6,2,7,10,3,2,2,49,0,0,141,42,22,27,14,8,7,9,7,5,8,7,4,6,3,2,4,1,1,3,1,0,0,12,0,0,0,0,0,214,14,13,10,12,7,0,0,0,0,0,0,0,0,350,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
20260131_154945,24,2026-01-31T15:51:10+08:00,S2_b90,,32,100,3783,319,1550000,90,0,,,0,32.1,39.986,39.986,39.986,34.108,34.445,39.986,39.986,10,8,10,18,4,8,8,4,4,2,49,0,0,129,41,18,18,16,5,7,6,7,7,8,6,12,5,3,2,3,2,2,1,1,2,0,14,0,0,0,0,0,204,27,7,4,5,8,0,0,0,0,0,0,0,0,348,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
20260131_154945,25,2026-01-31T15:51:14+08:00,S2_b90,,32,100,3783,319,1550000,90,0,,,0,32.1,45.941,45.941,45.941,34.114,34.442,45.941,45.941,9,15,15,13,5,6,5,2,3,3,57,0,0,126,32,22,20,19,11,7,9,4,8,6,5,9,7,3,3,4,3,3,4,2,1,1,10,0,0,0,0,0,201,18,12,7,8,6,0,0,0,0,0,0,0,0,351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20260131_154945,26,2026-01-31T15:51:17+08:00,S2_b90,,32,100,3783,319,1550000,90,0,,,0,32.2,40.143,40.143,40.143,34.123,34.436,40.143,40.143,8,10,11,14,4,9,4,2,4,4,41,0,0,130,39,25,24,22,7,6,6,6,2,4,4,2,1,2,0,1,1,0,1,1,0,0,3,0,0,0,0,0,251,27,14,4,3,4,0,0,0,0,0,0,0,0,345,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0
20260131_154945,27,2026-01-31T15:51:21+08:00,S2_b90,,32,100,3783,319,1550000,90,0,,,0,32.2,39.343,39.343,39.343,34.123,34.442,39.343,39.343,9,12,11,13,4,6,4,1,1,1,49,0,0,127,43,29,26,20,6,7,8,7,5,6,3,6,4,9,5,1,3,5,3,2,1,1,10,0,0,0,0,0,205,19,19,8,7,5,0,0,0,0,0,0,0,0,354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20260131_154945,28,2026-01-31T15:51:24+08:00,S2_b90,,32,100,3783,319,1550000,90,0,,,0,32.2,41.427,41.427,41.427,34.117,34.463,41.427,41.427,10,12,10,16,7,8,4,2,6,2,43,0,0,130,41,24,22,18,7,4,3,4,8,4,6,4,4,3,3,5,3,2,1,2,3,1,19,0,0,0,0,0,214,20,14,8,5,7,0,0,0,0,0,0,0,0,353,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
20260131_154945,29,2026-01-31T15:51:28+08:00,S2_b90,,32,100,3783,319,1550000,90,0,,,0,32.2,38.834,38.834,38.834,34.123,34.451,38.834,38.834,9,16,14,6,5,9,5,6,6,1,56,0,0,118,37,27,25,19,12,9,6,6,8,10,6,6,6,3,4,2,3,1,1,0,0,0,3,0,0,0,0,0,214,25,14,7,13,6,0,0,0,0,0,0,0,0,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20260131_154945,30,2026-01-31T15:51:31+08:00,S2_b90,,32,100,3783,319,1550000,90,0,,,0,32.2,47.203,47.203,43.898,34.129,34.451,43.898,43.898,7,15,16,8,3,9,3,5,2,1,63,0,0,131,40,25,11,15,4,5,6,3,2,5,3,4,4,5,3,2,0,2,2,2,1,2,14,0,0,0,0,0,207,32,16,8,9,7,0,0,0,0,0,0,0,0,345,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0
20260131_154945,31,2026-01-31T15:51:35+08:00,S2_b90,,32,100,3783,319,1550000,90,0,,,0,32.2,38.248,38.248,38.248,34.147,34.475,38.131,38.131,10,16,16,10,7,5,7,7,8,1,45,0,0,114,40,31,21,13,5,5,6,2,2,3,2,1,2,4,2,1,1,1,0,1,0,0,3,0,0,0,0,0,266,17,13,7,7,5,0,0,0,0,0,0,0,0,353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20260131_154945,32,2026-01-31T15:51:38+08:00,S2_b90,,32,100,3783,319,1550000,90,0,,,0,32.2,38.467,38.467,38.467,34.159,34.502,38.467,38.467,9,24,12,13,5,4,3,5,10,4,43,0,0,101,40,30,27,26,6,6,9,6,7,8,5,6,5,2,0,4,3,1,4,1,2,1,11,0,0,0,0,0,219,19,10,4,7,5,0,0,0,0,0,0,0,0,348,0,0,0,0,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
20260131_154945,33,2026-01-31T15:51:42+08:00,S2_b90,,32,100,3783,319,1550000,90,0,,,0,32.2,39.017,39.017,39.017,34.162,34.493,39.017,39.017,9,18,12,20,10,10,8,2,4,3,41,0,0,104,46,26,23,15,5,3,7,5,5,9,7,5,2,7,7,5,2,2,2,0,0,1,10,0,0,0,0,0,221,19,11,8,6,6,0,0,0,0,0,0,0,0,354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20260131_154945,34,2026-01-31T15:51:45+08:00,S2_b90,,32,100,3783,319,1550000,90,0,,,0,32.2,39.041,39.041,39.041,34.165,34.516,39.041,39.041,8,17,10,10,5,5,3,4,3,4,45,0,0,108,47,25,34,19,8,8,4,5,7,4,5,5,4,4,5,2,1,2,2,2,1,1,6,0,0,0,0,0,218,18,14,6,7,8,0,0,0,0,0,0,0,0,342,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
20260131_154945,35,2026-01-31T15:51:49+08:00,S2_b90,,32,100,3783,319,1550000,90,0,,,0,32.2,48.193,48.193,48.193,34.18,34.596,48.193,48.193,5,8,3,9,2,2,3,2,6,5,194,0,0,55,23,14,10,9,4,4,8,3,5,5,4,3,3,2,2,4,3,2,4,0,0,1,14,0,0,0,0,0,236,17,7,3,6,8,0,0,0,0,0,0,0,0,350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20260131_154945,36,2026-01-31T15:51:52+08:00,S2_b90,,32,100,3783,319,1550000,90,0,,,0,32.2,38.673,38.673,38.673,34.231,34.655,38.673,38.673,11,15,12,11,4,13,11,5,9,2,37,0,0,119,43,24,23,20,3,5,4,2,3,4,3,3,2,1,0,4,2,1,1,0,3,0,9,0,0,0,0,0,243,30,13,9,9,4,0,0,0,0,0,0,0,0,339,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0
20260131_154945,37,2026-01-31T15:51:56+08:00,S2_b90,,32,100,3783,319,1550000,90,0,,,0,32.2,40.459,40.459,40.459,34.24,34.599,40.459,40.459,8,16,12,13,6,5,5,2,5,5,58,0,0,112,45,26,18,20,6,4,5,4,4,5,2,1,3,3,3,2,3,5,3,3,3,0,14,0,0,0,0,0,225,28,11,7,9,6,0,0,0,0,0,0,0,0,353,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
20260131_154945,38,2026-01-31T15:51:59+08:00,S2_b90,,32,100,3783,319,1550000,90,0,,,0,32.2,39.471,39.471,39.471,34.24,34.59,39.471,39.471,10,20,22,16,6,12,6,4,9,5,51,0,0,89,32,25,26,23,11,4,8,4,6,8,6,8,5,4,6,4,2,1,2,2,2,1,3,0,0,0,0,0,214,22,12,6,10,6,0,0,0,0,0,0,0,0,358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20260131_154945,39,2026-01-31T15:52:03+08:00,S2_b90,,32,100,3783,319,1550000,90,0,,,0,32.2,40.534,40.04,38.863,34.237,34.617,38.863,38.863,13,17,13,12,3,12,18,8,2,3,58,0,0,97,40,22,26,15,4,5,5,4,5,4,2,4,4,2,2,6,4,2,1,2,1,1,14,0,0,0,0,0,233,18,12,6,8,8,0,0,0,0,0,0,0,0,351,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
20260131_154945,40,2026-01-31T15:52:07+08:00,S2_b90,,32,100,3783,319,1550000,90,0,,,0,32.2,39.226,39.942,39.942,34.24,34.587,39.942,39.942,8,15,16,12,6,10,10,8,6,3,65,0,0,99,33,26,18,22,5,8,4,4,4,3,5,3,5,4,3,3,4,2,2,1,1,3,14,0,0,0,0,0,228,19,12,6,7,4,0,0,0,0,0,0,0,0,350,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
20260131_154945,41,2026-01-31T15:52:10+08:00,S2_b90,,32,100,3783,319,1550000,90,0,,,0,32.2,38.221,38.221,38.221,34.243,34.578,38.221,38.221,11,19,11,12,8,12,10,4,2,4,73,0,0,86,34,21,22,25,5,5,5,4,5,4,3,3,3,2,4,3,4,2,2,2,0,1,11,0,0,0,0,0,234,21,10,5,10,8,0,0,0,0,0,0,0,0,356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20260131_154945,42,2026-01-31T15:52:14+08:00,S2_b90,,32,100,3783,319,1550000,90,0,,,0,32.2,40.311,40.311,40.311,34.246,34.578,40.311,40.311,11,15,8,10,6,9,3,6,9,4,58,0,0,111,41,23,20,18,5,7,2,0,4,1,4,2,1,1,0,0,0,3,1,1,1,1,3,0,0,0,0,0,252,21,17,9,7,6,0,0,0,0,0,0,0,0,350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20260131_154945,43,2026-01-31T15:52:17+08:00,S2_b90,,32,100,3783,319,1550000,90,0,,,0,32.2,38.054,38.054,38.054,34.252,34.613,38.054,38.054,7,16,12,10,4,9,8,2,5,3,68,0,0,113,38,24,22,16,9,4,5,6,6,6,6,3,4,4,1,3,5,3,1,1,0,0,12,0,0,0,0,0,214,26,15,10,11,6,0,0,0,0,0,0,0,0,354,1,0,0,1,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0
20260131_154945,44,2026-01-31T15:52:21+08:00,S2_b90,,32,100,3783,319,1550000,90,0,,,0,32.2,41.725,41.725,41.725,34.257,34.617,41.725,41.725,10,19,15,8,7,6,5,2,5,3,68,0,0,99,40,20,20,27,4,4,3,8,3,6,5,2,3,3,1,2,2,4,2,2,2,3,14,0,0,0,0,0,223,22,14,7,8,7,0,0,0,0,0,0,0,0,346,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
